1196	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	
1197	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus
1198	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Eubacterium
1199	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
1200	Bacteria	Tenericutes	Mollicutes	Aeroplasmatales	Aeroplasmataceae	
1201	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Dialister
1202	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
1203	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
1204	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligeceae	Sutterella
1205	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
1206	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Holdemania
1207	Bacteria	Firmicutes	Clostridia	Clostridiales	Mogibacteriaceae	
1208	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea
1209	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus
1210	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
1211	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
1212	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	
1213	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
1214	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
1215	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	
1216	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus
1217	Bacteria	Firmicutes	Clostridia	Clostridiales		
1218	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus
1219	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	
1220	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	
1221	Bacteria	Firmicutes	Clostridia	Clostridiales		
1222	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
1223	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	
1224	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
1225	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
1226	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	
1227	Bacteria	Firmicutes	Clostridia	Clostridiales	Mogibacteriaceae	
1228	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
1229	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromodaceae	Parabacteroides
1230	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	
1231	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus
1232	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
1233	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	
1234	Bacteria	Firmicutes	Clostridia	Clostridiales		
1235	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Aerostipes
1236	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
1237	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira
1238	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
1239	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromodaceae	Parabacteroides
1240	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira
1241	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
1242	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	
1243	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
1244	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	
1245	Bacteria	Firmicutes	Clostridia	Clostridiales		
1246	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	
1247	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
1248	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	
1249	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Megasphaera
1250	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
1251	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	
1252	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
1253	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
1254	Bacteria	Firmicutes	Clostridia	Clostridiales	Mogibacteriaceae	
1255	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
1256	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
1257	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrioles	Desulfovibrioceae	Bilophila
1258	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
